id,categories1,categories2,categories3,categories4,categories5,Job_title
159330,tensorflow,python,spark,data-science,,Data Scientist
153478,java,elasticsearch,hadoop,lucene,nosql,Java Developer
157304,pytorch,keras,tensorflow,machine-learning,,Artificial Intelligence
152751,salesforce,admin,excel,,,Salesforce Developer
138824,amazon-ec2,python,html,sql,javascript,Data Scientist
156295,apex,visualforce,javascript,salesforce,,Salesforce Developer
154671,c++,python,machine-learning,sql,r,Data Scientist
154079,machine-learning,java,nlp,deep-learning,,Machine Learning Engineer
157711,sql,python,r,crm,,Data Scientist
136313,amazon-web-services,google-cloud-platform,linux,mysql,nosql,Cloud Engineer
155218,hadoop,apache-spark,r,,,Big Data Developer
148665,deep-learning,machine-learning,nlp,information-retrieval,reinforcement-learning,Machine Learning Engineer
154045,python,reactjs,numpy,scipy,javascript,Python Developer
151199,r,sql,data,python,postgresql,Data Scientist
155327,php,elasticsearch,mongodb,nosql,rabbitmq,Software Developer
157770,less,user-experience,user-interface,,,Data Analyst
159191,hadoop,amazon-web-services,apache-spark,,,Data Engineer
157956,java,scala,nosql,hadoop,apache-spark,Java Developer
151922,python,r,numpy,matplotlib,django,Python Developer
157727,python,pandas,scikit-learn,apache-spark,,Python Developer
117842,php,javascript,mysql,docker,scala,Software Developer
125621,web,solid-principles,spring,,,Software Developer
151567,airflow,hive,hadoop,kubernetes,rest,Backend Developer
159023,cloud,visualforce,apex,java,,Salesforce Developer
153134,android,ios,web-applications,kotlin,swift,Quality Assurance Analyst 
159467,java,kafka,storm,python,,Java Developer
150896,machine-learning,apache-spark,hadoop,amazon-redshift,bigdata,Data Engineer
157462,c#,automated-tests,asp.net-web-api,.net,specflow,Quality Assurance Analyst 
150911,java,python,scala,c++,hadoop,Software Developer
127752,java,machine-learning,,,,Java Developer
206668,tensorflow,python,scikit-learn,scipy,sql,Data Analyst
203881,c#,asp.net,salesforce,cloud,agile,Software Developer
201505,hadoop,java,nosql,scrum,gitlab,Data Scientist
198531,python,sql,docker,java,azure,Machine Learning Engineer
160614,python,java,pandas,numpy,scipy,Artificial Intelligence
203396,python,machine-learning,pandas,statistics,data-modeling,Data Scientist
204673,python,r,machine-learning,sas,,Data Scientist
107242,elasticsearch,puppet,linux,mysql,sysadmin,DevOps Engineer
168043,hadoop,apache-beam,google-bigquery,data-science,python,Data Engineer
198997,java,spring,javascript,sql,elasticsearch,Software Developer
204724,cloud,java,r,tensorflow,hadoop,Data Scientist
173087,php,mysql,elasticsearch,rabbitmq,git,Backend Developer
154096,r,sql,python,matlab,html,Data Scientist
150900,python,r,hadoop,sql,apache-spark,Data Scientist
152228,python,r,hadoop,sql,apache-spark,Data Scientist
148237,automation,amazon-web-services,salesforce,continuous-integration,apex,Salesforce Developer
157686,cloud,c++,java,python,groovy,Big Data Developer
157688,oracle,cloud,java,python,docker,Software Developer
145877,c#,typescript,d3.js,css,sql,Data Scientist
144655,c++,artificial-intelligence,machine-learning,statistics,,Artificial Intelligence
137304,php,mysql,unit-testing,architecture,extjs,Backend Developer
137949,demandware,salesforce,javascript,,,Salesforce Developer
134022,typescript,knockout.js,c#,leaflet,google-maps,Full Stack Developer 
157889,java,d3.js,javascript,html5,postgresql,Full Stack Developer 
139449,java,nosql,amazon-web-services,cassandra,elasticsearch,Software Developer
158458,machine-learning,r,python,scala,data-analysis,Data Engineer
156739,elasticsearch,ruby,ruby-on-rails,reactjs,java,Full Stack Developer 
154680,hadoop,java,design,angularjs,scala,Software Developer
140851,amazon-web-services,ansible,cassandra,hadoop,puppet,DevOps Engineer
150359,java,amazon-web-services,cloud,apache-kafka,hadoop,Software Developer
139942,javascript,reactjs,ecmascript-6,d3.js,typescript,Front End Developer
158014,cloud,elasticsearch,docker,apache-zookeeper,scala,Cloud Engineer
143527,python,aws,elasticsearch,hadoop,machine-learning,Software Developer
146751,postgresql,ruby-on-rails,javascript,elasticsearch,jquery,Software Developer
154588,airflow,python,machine-learning,docker,apache-spark,Machine Learning Engineer
148072,python,erlang,haskell,linux,,Software Developer
142778,c++,elasticsearch,,,,Backend Developer
157019,python,postgresql,microservices,kubernetes,ubuntu,Full Stack Developer 
154374,r,python,analytics,statistics,machine-learning,Data Scientist
158912,elasticsearch,ansible,jenkins,amazon-web-services,rabbitmq,DevOps Engineer
121690,mapreduce,cassandra,amazon-web-services,java,,Software Developer
150495,node.js,javascript,graphql,elasticsearch,amazon-web-services,Backend Developer
195983,apex,lightning,salesforce,crm,c#,Salesforce Developer
187100,python,cloud,web-applications,simulation,data-analysis,Software Developer
204937,python,openshift,jenkins,git,groovy,DevOps Engineer
201199,java,python,sql,,,Software Developer
206277,scala,python,nosql,data-pipeline,automation,Data Engineer
198855,amazon-web-services,python,apache-spark,hadoop,hive,Data Engineer
187751,scala,playframework,elasticsearch,amazon-web-services,java,Software Developer
193996,python,amazon-web-services,amazon-ec2,amazon-redshift,sql,Data Engineer
203734,php,mysql,amazon-web-services,database,etl,Data Engineer
204864,scala,postgresql,sql,postgis,apache-spark,Data Engineer
206002,java,c++,hadoop,,,Machine Learning Engineer
206001,java,c++,hadoop,,,Machine Learning Engineer
203383,java,c++,hadoop,php,python,Machine Learning Engineer
206003,java,hadoop,c++,,,Software Developer
200775,solr,nosql,docker,etl,amazon-web-services,Data Engineer
200232,amazon-web-services,sql,hadoop,rest,database,Data Engineer
202382,c,apache-spark,cloud,tensorflow,apache-kafka,Machine Learning Engineer
201803,puppet,hadoop,spark,,,DevOps Engineer
203312,java,hadoop,spark,aws,,Software Developer
208697,machine-learning,spark,sql,python,scikit-learn,Data Scientist
150059,reactjs,node.js,html5,flexbox,elasticsearch,Software Developer
208230,java,python,scala,amazon-web-services,data-warehouse,Data Engineer
208457,etl,python,hadoop,sql,machine-learning,Data Scientist
208662,database,,,,,Data Analyst
208453,python,apache-spark,scrum,,,Data Engineer
206462,apache-spark,apache,hadoop,,,Artificial Intelligence
187752,java,spring,agile,lucene,,Java Developer
159086,scala,machine-learning,elasticsearch,java,search,Data Scientist
204346,amazon-web-services,python,postgresql,devops,elasticsearch,DevOps Engineer
197138,python,flask,celery,postgresql,elasticsearch,Software Developer
103175,python,linux,postgresql,c,pandas,Software Developer
204879,bash,java,hadoop,,,Data Engineer
149281,python,c,pandas,postgresql,linux,Software Developer
197834,android,reverse-engineering,code-analysis,java,security,Android Developer
172110,hadoop,java,scala,spark,sql,Data Engineer
167346,java,scala,apache-spark,bigdata,python,Data Engineer
185435,scala,c#,hadoop,,,Software Developer
128884,ruby-on-rails,javascript,mongodb,nosql,bigdata,Software Developer
199238,devops,scripting,containers,continuous-integration,distributed-system,DevOps Engineer
207890,scala,perl,python,c#,hadoop,Software Developer
205656,cloud,artificial-intelligence,machine-learning,,,Artificial Intelligence
205813,automated-tests,automation,salesforce,architecture,system-administration,Salesforce Developer
207603,agile,devops,python,,,Software Developer
208086,java,sql,scala,reactjs,apache-spark,Full Stack Developer 
207558,hadoop,apache-spark,business-intelligence,amazon-redshift,etl,Data Engineer
206921,apache-spark,machine-learning,agile,,,Artificial Intelligence
208032,java,python,sql,,,Software Developer
207958,java,,,,,Data Engineer
201091,embedded,c,c++,matlab,linux,Software Developer
200124,java,database,mongodb,maven,hadoop,Software Developer
201820,agile,java,bigdata,data,,Software Developer
206439,machine-learning,r,analytics,bigdata,statistics,Data Scientist
206115,java,python,nosql,amazon-web-services,r,Data Scientist
201821,java,agile,javascript,salesforce,apex,Software Developer
206942,java,scala,hadoop,cloudera,continuous-deployment,Data Engineer
206550,scala,python,machine-learning,scikit-learn,clojure,Data Engineer
207934,sql,mongodb,backend,,,Backend Developer
196560,azure-eventhub,azure-stream-analytics,machine-learning,scala,apache-spark,Data Engineer
202394,java,python,sql,,,Data Analyst
197492,machine-learning,hadoop,java,deep-learning,,Machine Learning Engineer
206642,r,machine-learning,java,,,Data Scientist
172349,android,kotlin,tensorflow,mvvm,,Android Developer
206387,java,go,elasticsearch,cassandra,apache-kafka,Backend Developer
194173,java,hadoop,mysql,,,Backend Developer
156352,java,restful-architecture,docker,elasticsearch,redis,DevOps Engineer
205179,python,apache-spark,sql,postgresql,amazon-web-services,Data Engineer
205650,mapreduce,spark,hive,yarn,,Data Engineer
198356,java,c,c++,python,neural-network,Cloud Engineer
205715,python,django,java,reactjs,react-redux,Full Stack Developer 
205651,java,,,,,Data Engineer
205579,python,java,design,ruby,c#,Software Developer
204020,agile,ruby-on-rails,elasticsearch,java,,Backend Developer
201972,api,java,python,salesforce,,Software Developer
194298,ruby-on-rails,reactjs,python,tensorflow,postgresql,Full Stack Developer 
202038,python,nosql,unix,elasticsearch,amazon-web-services,Software Developer
206905,java,data-processing,mapreduce,amazon-web-services,api,Data Engineer
190535,java,scala,microservices,,,Backend Developer
196437,scala,r,java,python,apache-spark,Data Engineer
204085,machine-learning,python,apache-spark,scala,hadoop,Data Scientist
171770,python,node.js,ruby,java,hadoop,Software Developer
205375,elasticsearch,java,c++,jvm,,Java Developer
203625,elasticsearch,r,python,java,c++,Machine Learning Engineer
204087,machine-learning,python,apache-spark,scala,hadoop,Data Scientist
201138,amazon-web-services,java,mongodb,apache-spark,elasticsearch,Backend Developer
201257,c++,user-interface,qml,machine-learning,qt-quick,Software Developer
206032,java,scala,architecture,bigdata,,Big Data Developer
199121,hadoop,scala,apache,apache-spark,apache-kafka,Data Engineer
204064,python,elasticsearch,amazon-web-services,amazon-redshift,apache-spark,Software Developer
208121,mongo,sysadmin,,,,Cloud Engineer
205979,etl,python,design,,,Data Engineer
198510,elasticsearch,reactjs,ruby-on-rails,,,Full Stack Developer 
200513,elasticsearch,cloud,docker,scala,java,Cloud Engineer
198400,javascript,vue.js,d3.js,redux,webpack,Software Developer
196557,r,python,machine-learning,data-science,sql,Data Scientist
196511,tcp,udp,php,python,hadoop,Machine Learning Engineer
207259,java,algorithm,bigdata,backend,data-structures,Software Developer
207105,sysadmin,salesforce,salesforce-lightning,,,Salesforce Developer
206966,amazon-web-services,azure,google-cloud-platform,docker,go,DevOps Engineer
209639,java,python,sql,,,Full Stack Developer 
207082,puppet,hadoop,,,,DevOps Engineer
201059,java,python,nlp,tensorflow,,Machine Learning Engineer
200560,reactjs,apache-kafka-streams,snowplow,data,,Data Engineer
204831,azure,powerbi,business-intelligence,data-modeling,data-warehouse,Data Analyst
206131,python,keras,azure,pandas,scikit-learn,Backend Developer
173158,python,r,matlab,sql,,Data Analyst
190161,java,apache-spark,apache-storm,cassandra,scala,Data Analyst
164297,python,r,java,bigdata,sql,Data Engineer
160509,python,mongodb,nlp,machine-learning,pandas,Data Scientist
169208,sql,java,distributed-system,c,c++,Software Developer
195382,python,scala,apache-spark,reactjs,django,Software Developer
203249,reactjs,graphql,typescript,javascript,css,Machine Learning Engineer
204413,python,matlab,python-2.7,wxpython,numpy,Python Developer
206792,java,hadoop,amazon-web-services,apache-spark,docker,Data Engineer
199251,python,hadoop,spark,tensorflow,sql,Data Scientist
171264,python,machine-learning,r,sql,d3.js,Data Scientist
202539,nosql,apache-spark,apache,cloud,,Data Engineer
166785,hadoop,bigdata,,,,Data Engineer
162560,scala,java,apache,bigdata,machine-learning,Data Scientist
206816,etl,python,r,sas,tableau,Data Engineer
200520,r,machine-learning,python,,,Data Scientist
168473,java,sql,apache-spark,cassandra,postgresql,Software Developer
199693,amazon-web-services,cloud,python,,,Data Engineer
205317,java,python,hadoop,spark,aws,Data Engineer
206712,python,r,amazon-web-services,algorithm,nlp,Data Scientist
205461,salesforce,insight,angularjs,node.js,python,Salesforce Developer
206315,reactjs,javascript,sass,jest,d3.js,Front End Developer
201776,cloud,iot,etl,python,bigdata,Data Analyst
200403,python,java,hive,spark,hadoop,Data Engineer
201541,python,kubernetes,hadoop,apache-spark,amazon-redshift,Data Engineer
202116,python,r,matlab,hpc,machine-learning,Machine Learning Engineer
207196,salesforce,apex,javascript,node.js,reactjs,Salesforce Developer
172614,java,scala,hadoop,apache-spark,linux,Big Data Developer
194793,python,django,cassandra,elasticsearch,graph-theory,Python Developer
206099,azure,sql,database,sysadmin,,Data Engineer
172982,cloud,sql,database,bigdata,azure,Data Engineer
194245,python,devops,aws,cumulocity,data-warehouse,DevOps Engineer
202949,java,security,cryptography,oauth-2.0,sha,Java Developer
205226,java,python,sql,,,Software Developer
163753,r,python,tensorflow,nlp,machine-learning,Data Scientist
198898,java,sql-server,oracle,teradata,hadoop,Big Data Developer
203117,c++,embedded,c,matlab,simulink,Software Developer
167750,java,reactjs,sql,nlp,,Machine Learning Engineer
203856,hadoop,agile,machine-learning,apache-kafka,pyspark,Data Engineer
204565,java,python,hadoop,,,Java Developer
202414,javascript,java,amazon-web-services,continuous-integration,bigdata,Software Developer
187729,python,sql,ruby,amazon-web-services,nosql,Data Engineer
206839,java,python,sql,,,Software Developer
205991,r,python,,,,Data Scientist
208334,hadoop,scala,elasticsearch,jvm,amazon-web-services,Software Developer
184936,r,machine-learning,python,data-science,nosql,Data Scientist
208337,hadoop,spark,amazon-web-services,computer-science,,Machine Learning Engineer
170315,kubernetes,tensorflow,node.js,apache-spark,apache-kafka,Data Engineer
173557,r,python,spark,sql,git,Data Scientist
190590,machine-learning,data-science,scala,java,apache-spark,Data Scientist
207419,hadoop,nosql,mysql,clojure,etl,Software Developer
209810,mongodb,amazon-web-services,python,pyspark,etl,Data Engineer
206380,python,apache-spark,machine-learning,amazon-web-services,postgresql,Data Engineer
203318,amazon-web-services,node.js,microservices,bigdata,ruby,Software Developer
184387,agile,salesforce,apex,json,force.com,Salesforce Developer
207058,cloud,agile,continuous-integration,salesforce,architecture,Salesforce Developer
164574,scala,angularjs,typescript,elasticsearch,akka,Full Stack Developer 
200209,angularjs,scala,typescript,elasticsearch,amazon-web-services,Full Stack Developer 
163535,python,elasticsearch,rest,,,Backend Developer
174713,aws-lambda,mapreduce,amazon-web-services,amazon-vpc,amazon-cloudformation,Cloud Engineer
207698,java,spring,rest,json,lucene,Java Developer
194625,php,mysql,javascript,elasticsearch,redis,Software Developer
172186,amazon-web-services,hadoop,devops,spark-streaming,bigdata,Software Developer
165041,scala,apache-spark,machine-learning,bigdata,python,Data Engineer
200519,saas,machine-learning,python,php,vue.js,Full Stack Developer 
64810,javascript,reactjs,c#,artificial-intelligence,,Full Stack Developer 
197741,java,kotlin,javascript,clojure,go,Machine Learning Engineer
165266,java,javascript,reactjs,clojure,go,Machine Learning Engineer
205758,r,python,linux,sql,ms-office,Data Scientist
194791,python,tableau,r,sysadmin,,Data Scientist
207217,java,scala,akka,spring,elasticsearch,Backend Developer
131734,python,machine-learning,data-science,supervised-learning,unsupervised-learning,Data Scientist
205824,ruby,ruby-on-rails,elasticsearch,javascript,reactjs,Software Developer
203331,design,api,user-interface,,,Software Developer
200095,c++,python,c#,docker,keras,Machine Learning Engineer
200798,artificial-intelligence,machine-learning,tensorflow,,,Artificial Intelligence
205335,reactjs,node.js,backbone.js,algorithm,artificial-intelligence,Full Stack Developer 
169768,java,artificial-intelligence,postgresql,kafka,spark,DevOps Engineer
201370,apache-spark,scala,python,apache-kafka,spark-streaming,Machine Learning Engineer
196681,machine-learning,r,python,matlab,sas,Data Scientist
206006,hadoop,java,c++,,,Software Developer
203948,azure,cloud,security,python,microservices,Machine Learning Engineer
208179,java,c++,hadoop,,,Machine Learning Engineer
172924,angularjs,javascript,java,css3,rest,Front End Developer
199084,tensorflow,haskell,machine-learning,pytorch,caffe2,Machine Learning Engineer
208285,pytorch,tensorflow,nlp,machine-learning,information-retrieval,Machine Learning Engineer
198023,r,machine-learning,python,java,c++,Data Scientist
208676,amazon-web-services,kubernetes,apache-spark,hadoop,elasticsearch,Data Engineer
199883,spark,presto,hive,kubernetes,kafka,Data Engineer
198725,android,http,api,rest,,Data Scientist
208677,solr,elasticsearch,amazon-web-services,kubernetes,docker,Software Developer
167204,solr,apache-spark,clojure,scala,reactjs,Software Developer
169763,apex,salesforce,salesforce-lightning,lead,,Salesforce Developer
207117,git,javascript,design,salesforce,salesforce-lightning,Salesforce Developer
207766,angular,,,,,Full Stack Developer 
206847,java,postgresql,azure,,,Software Developer
206846,java,postgresql,azure,,,Software Developer
207566,java,python,sql,,,Machine Learning Engineer
198598,c++,qt,elasticsearch,c#,java,Software Developer
171690,data-science,data-mining,python,algorithms,,Data Scientist
208392,python,scala,sql,hadoop,spark,Big Data Developer
208591,scala,apache-spark,sql,etl,,Data Engineer
208396,python,machine-learning,data-mining,scikit-learn,,Data Scientist
208590,scala,apache-spark,amazon-web-services,,,Data Engineer
208520,php,node.js,angularjs,python,spark,Full Stack Developer 
198891,python,machine-learning,c++,,,Python Developer
205537,rest,python,linux,bigdata,data-visualization,Data Engineer
208682,reactjs,hadoop,user-interface,,,Machine Learning Engineer
200230,r,machine-learning,python,perl,,Data Scientist
205987,r,hadoop,machine-learning,,,Data Scientist
199285,salesforce,apex,visualforce,salesforce-lightning,,Salesforce Developer
197330,react,ruby,ruby-on-rails,elasticsearch,docker,Software Developer
202746,java,distributed-computing,concurrency,bigdata,network-programming,Java Developer
207560,java,python,sql,,,Data Scientist
200419,java,hadoop,python,linux,,Big Data Developer
161289,hadoop,angularjs,google-bigquery,python-3.x,,Data Scientist
161287,reactjs,javascript,sass,python-3.x,hadoop,Full Stack Developer 
199459,algorithm,c++,kotlin,kubernetes,machine-learning,Backend Developer
174714,aws-lambda,amazon-web-services,lambda,mapreduce,amazon-cloudformation,Software Developer
205741,machine-learning,sql,r,julia-lang,numpy,Data Scientist
188154,java,docker,kubernetes,linux,go,Cloud Engineer
203219,java,javascript,cloud,,,Java Developer
202965,soap,cloud,javascript,html,css,Salesforce Developer
160388,cloud,web-services,design,jquery,rest,Salesforce Developer
174600,cloud,azure,amazon-web-services,c#,asp.net,DevOps Engineer
208357,java,python,web-services,scikit-learn,tensorflow,Machine Learning Engineer
208356,web-services,devops,java,scala,tdd,Software Developer
198402,javascript,vue.js,d3.js,redux,webpack,Software Developer
208430,java,python,sql,,,Software Developer
205714,reactjs,r,sql,numpy,pandas,Machine Learning Engineer
186791,python,sql,c++,go,,Backend Developer
175054,amazon,elasticsearch,python,ruby,java,Backend Developer
206962,amazon-web-services,scala,java,,,Data Engineer
205539,scala,apache-spark,amazon-web-services,database,,Data Engineer
203720,java,postgresql,azure,,,Software Developer
203711,java,postgresql,azure,,,Software Developer
203719,java,postgresql,azure,,,Software Developer
203709,java,postgresql,azure,,,Software Developer
207013,python,node.js,postgresql,,,Data Engineer
173135,python,mongodb,mysql,database,sysadmin,Data Analyst
166438,typescript,javascript,elasticsearch,node.js,react-native,Software Developer
155382,elasticsearch,mongodb,redis,docker,jenkins,DevOps Engineer
143936,amazon,aws,iot,spark,kafka,Cloud Engineer
159105,devops,smack-stack,azure,dcos,mesos,DevOps Engineer
134318,apex,salesforce,visualforce,soql,,Salesforce Developer
157476,hadoop,apache-spark,cloud,continuous-integration,kubernetes,Cloud Engineer
155786,scala,python,apache-spark,cassandra,apache-kafka,Software Developer
159054,elasticsearch,mongodb,linux,logstash,kibana,DevOps Engineer
159251,java,hadoop,apache-kafka,openstack,microservices,Software Developer
130321,chef,amazon-web-services,ruby,linux,elasticsearch,DevOps Engineer
157355,docker,linux,sysadmin,on-prem,architecture,DevOps Engineer
159532,cassandra,nosql,cloud,,,Big Data Developer
91255,python,cython,postgresql,memcached,bigdata,Python Developer
157655,python,java,amazon-web-services,docker,kubernetes,Software Developer
150870,symfony2,elasticsearch,git,,,Backend Developer
153679,java,oop,hadoop,,,Software Developer
157466,hbase,apache-spark,apache-kafka,,,Big Data Developer
146098,machine-learning,c++,gpu-programming,mongodb,nosql,DevOps Engineer
158738,docker,ansible,linux,amazon-web-services,travis-ci,Cloud Engineer
158909,automation,hadoop,chef,,,DevOps Engineer
152409,java,elasticsearch,groovy,java-ee,javascript,Java Developer
157270,c++,java,devops,machine-learning,linux,Software Developer
157985,python,java,apache-spark,hadoop,docker,Software Developer
157791,salesforce,apex-code,soql,visualforce,rest,Salesforce Developer
157963,java,c++,.net,salesforce,oracle,Software Developer
158660,devops,gitlab,amazon-web-services,version-control,jenkins,DevOps Engineer
130926,java,bigdata,agile,microservices,cloud,Software Developer
146943,scala,apache-kafka,java,python,hadoop,Data Engineer
158745,scala,python,r,scikit-learn,apache-spark,Data Scientist
124508,python,java,sql,scala,amazon-web-services,Data Engineer
145564,docker,kubernetes,rancher,go,ansible,DevOps Engineer
129749,php,laravel,mysql,redis,elasticsearch,Software Developer
137061,hadoop,linux,java,scala,,Data Engineer
158478,elasticsearch,apache-spark,java,apache-kafka,cassandra,Data Engineer
151399,azure,amazon-web-services,cloud,machine-learning,,Cloud Engineer
159449,web-services,python,java,,,Artificial Intelligence
153265,postgresql,apache-spark,apachemf,amazon-web-services,ruby-on-rails,Big Data Developer
152961,postgresql,amazon-redshift,apache-spark,ruby,bigdata,Big Data Developer
131398,elasticsearch,solr,scala,search,lucene,Software Developer
128492,elasticsearch,security,java,ldap,saml,Java Developer
166817,java,docker,kubernetes,linux,go,Cloud Engineer
137659,go,elasticsearch,distributed-system,monitoring,scala,Software Developer
131072,scala,clojure,raft,distributed-system,elasticsearch,Cloud Engineer
126185,java,elasticsearch,lucene,geospatial,,Java Developer
142632,elasticsearch,lucene,solr,ruby-on-rails,kafka,Software Developer
146480,nodejs,mongodb,elasticsearch,docker,web-services,Software Developer
151235,java,mongodb,elasticsearch,solr,lucene,Java Developer
139397,php,elasticsearch,,,,Backend Developer
139601,php,mysql,laravel,elasticsearch,,Software Developer
117404,python,java,javascript,elasticsearch,kubernetes,Software Developer
156306,java,spring,spring-mvc,maven,elasticsearch,Java Developer
153954,java,web-services,spring,elasticsearch,rest,Java Developer
109211,java-8,hbase,elasticsearch,api,dropwizard,Backend Developer
148573,clojure,react-native,elasticsearch,oauth,node.js,Software Developer
159488,java,polymer,javascript,maven,elasticsearch,Java Developer
143388,c#,azure,elasticsearch,eventsourcing,tdd,Backend Developer
142961,mongodb,mysql,elasticsearch,python,sqlite,Backend Developer
158659,elasticsearch,apache-spark,tensorflow,scikit-learn,lucene,Software Developer
125787,scala,java,elasticsearch,bigdata,playframework,Java Developer
156588,cassandra,elasticsearch,apache-spark,,,Big Data Developer
130868,java,soap,spring,maven,elasticsearch,Java Developer
159285,ruby-on-rails,javascript,mongodb,elasticsearch,docker,Full Stack Developer 
128568,spark,elasticsearch,python,hadoop,amazon-web-services,Data Engineer
157133,elasticsearch,hadoop,java,apache-spark,machine-learning,Software Developer
152219,java,elasticsearch,playframework,amazon-web-services,,Java Developer
156380,elasticsearch,c#,.net,javascript,microservices,Software Developer
152287,java,javascript,jquery,elasticsearch,hadoop,Java Developer
155512,python,node.js,rust,cassandra,elasticsearch,Software Developer
128415,react,javascript,asp.net-mvc,elasticsearch,browserify,Front End Developer
158590,apache-spark,hadoop,sql,rabbitmq,elasticsearch,Big Data Developer
155317,machine-learning,java,elasticsearch,bigdata,clojure,Software Developer
134761,redux,nosql,elasticsearch,node.js,,Data Engineer
157979,java,spring,hibernate,microservices,elasticsearch,Java Developer
138083,python,logstash,elasticsearch,kibana,amazon-web-services,DevOps Engineer
137264,lamp,amazon-web-services,asterisk,elasticsearch,sip,Software Developer
132976,java,soap,spring,maven,elasticsearch,Java Developer
128298,c#,sql-server,angularjs,asp.net-mvc,elasticsearch,Full Stack Developer 
141961,java,spring-mvc,amazon-web-services,postgresql,elasticsearch,Java Developer
153826,elasticsearch,postgresql,c++,java,python,Software Developer
152692,java,frameworks,java-ee,elasticsearch,cloud-computing,Java Developer
143663,puppet,java,spring,reactive-programming,elasticsearch,Java Developer
120609,java,javascript,npm,groovy,elasticsearch,Java Developer
151029,node.js,reactjs,elasticsearch,mongodb,auth0,Software Developer
158701,docker,amazon-web-services,apache-spark,scala,akka,Backend Developer
109209,java-8,reactjs,ecmascript-6,hadoop,dropwizard,Software Developer
131360,go,python,reactjs,apache-kafka,apache-spark,Software Developer
110179,sql,automation,rdbms,ordbms,oodbms,Software Developer
144404,php,java,python,postgresql,mondrian,Data Scientist
155400,scala,kubernetes,docker,reactjs,javascript,Software Developer
150691,python,celery,db,,,Python Developer
157374,agile,cloud,api,java,git,Software Developer
136253,go,docker,apache-kafka,linux,bigdata,DevOps Engineer
156582,apache-spark,oop,java,,,Software Developer
157446,hadoop,scala,python,apache-spark,apache-kafka,Data Engineer
147392,machine-learning,r,sql,python,apache-spark,Data Scientist
147553,hadoop,cloud,data-mining,machine-learning,bigdata,Data Scientist
154272,java,apache-spark,cloud,amazon-web-services,amazon-emr,Cloud Engineer
158204,hadoop,spark,hive,impala,scala,Big Data Developer
110338,php,go,python,c++,nosql,Software Developer
159312,machine-learning,amazon-web-services,apache-spark,,,Data Engineer
159505,python,sql,hadoop,,,Data Scientist
131787,hadoop,chef,java,docker,kubernetes,DevOps Engineer
159302,machine-learning,amazon-web-services,apache-spark,,,Data Engineer
140515,scala,python,data-science,amazon-web-services,apache-spark,Data Scientist
131403,java,scala,hadoop,mapreduce,nosql,Software Developer
165037,python,django,linux,elasticsearch,unit-testing,Backend Developer
203805,react,go,elasticsearch,docker,python,Front End Developer
192102,node.js,reactjs,elasticsearch,google-cloud-platform,redux,Software Developer
199092,java,rest,apache-spark,apache-kafka,elasticsearch,Software Developer
197795,elasticsearch,talend,hadoop,google-bigquery,angular,Data Engineer
162992,python,nosql,elastic-map-reduce,apache-kafka,etl,Data Engineer
202698,docker,sql,centos,linux,,DevOps Engineer
203248,c++,python,embedded,,,Software Developer
151167,java,deep-learning,machine-learning,scala,python,Artificial Intelligence
136506,signal-processing,deep-learning,machine-learning,acoustics,,Machine Learning Engineer
159311,machine-learning,apache-spark,linux,,,Data Engineer
156550,hadoop,amazon-web-services,bigdata,docker,aerospike,DevOps Engineer
112636,javascript,reactjs,keystone.js,jade,css,Machine Learning Engineer
147531,machine-learning,deep-learning,tensorflow,scikit-learn,python,Machine Learning Engineer
147533,machine-learning,deep-learning,tensorflow,scikit-learn,python-3.x,Machine Learning Engineer
156128,java,c++,python,machine-learning,,Data Scientist
157566,machine-learning,python,deep-learning,tensorflow,bigdata,Machine Learning Engineer
154329,c++,python,machine-learning,,,Machine Learning Engineer
159306,machine-learning,apache-spark,linux,,,Data Engineer
158167,machine-learning,linux,unix,caffe,tensorflow,Machine Learning Engineer
153476,java,amazon-redshift,snowflake,database,sql,Data Engineer
153810,node.js,cloud,analytics,,,Data Engineer
140410,machine-learning,deep-learning,image-recognition,image-processing,signal-processing,Artificial Intelligence
159386,python-3.x,python,postgresql,sqlalchemy,flask,Backend Developer
139993,linux,unix,git,svn,hadoop,Backend Developer
157360,python-3.x,python,postgresql,sqlalchemy,flask,Backend Developer
153458,apache-spark,scala,machine-learning,,,Data Engineer
205211,data-science,bigdata,machine-learning,,,Data Scientist
195989,deep-learning,machine-learning,artificial-intelligence,neural-network,,Data Scientist
203181,python,,,,,Data Scientist
203506,r,java,sql,nlp,data-science,Data Scientist
206854,java,python,sql,,,Software Developer
203791,rest,sql,javascript,python,nosql,Backend Developer
153228,android,ios,mobile,python,opengl,Android Developer
152108,qa,,,,,Quality Assurance Analyst 
157891,react-native,javascript,ios,,,Artificial Intelligence
159174,machine-learning,data-mining,statistics,bigdata,data-science,Data Scientist
152845,google-bigquery,sql,python,amplitude,r,Data Analyst
139262,r,machine-learning,python,,,Data Scientist
135749,image-recognition,machine-learning,computer-vision,opencv,c++,Machine Learning Engineer
154574,machine-learning,algorithm,r,ruby,ruby-on-rails,Data Analyst
128219,hadoop,data-pipeline,apache-storm,apache-spark,,Data Engineer
157598,javascript,node.js,reactjs,angularjs,,Artificial Intelligence
150676,apache-spark,apache-kafka,apache-zookeeper,hbase,amazon-web-services,Data Engineer
121459,python,time-series,machine-learning,c,c++,Data Scientist
149007,scalability,apache-kafka,hadoop,apache-spark,hive,Software Developer
